movieId,title,year,image,imdblinks
2131,Autumn Sonata (Höstsonaten) (1978),1978,https://image.tmdb.org/t/p/w500//6beNbtCXv3GkzHkxkGYf38ib7v8.jpg,https://www.imdb.com/title/tt0077711/
2132,Who's Afraid of Virginia Woolf? (1966),1966,https://image.tmdb.org/t/p/w500//nAHXJDIefD9HN2ChhREwHO9Y6nr.jpg,https://www.imdb.com/title/tt0061184/
2133,Adventures in Babysitting (1987),1987,https://image.tmdb.org/t/p/w500//8QiAj0Xw2UMeZMIIfZKeNoIsszs.jpg,https://www.imdb.com/title/tt0092513/
2134,Weird Science (1985),1985,https://image.tmdb.org/t/p/w500//dujIsU29d5eTT7BAXEgjdC6ajbf.jpg,https://www.imdb.com/title/tt0090305/
2135,Doctor Dolittle (1967),1967,https://image.tmdb.org/t/p/w500//rViuZo27U8wcZHGuRliv9LfmhjV.jpg,https://www.imdb.com/title/tt0061584/
2136,"Nutty Professor, The (1963)",1963,https://image.tmdb.org/t/p/w500//nfiPUkdNkvZRdtidoqL2b9zE97P.jpg,https://www.imdb.com/title/tt0057372/
2137,Charlotte's Web (1973),1973,https://image.tmdb.org/t/p/w500//eLq5bed09bkNVjUfknlbSil2cfR.jpg,https://www.imdb.com/title/tt0070016/
2138,Watership Down (1978),1978,https://image.tmdb.org/t/p/w500//q9ZcNxfquJbMTd6UfhAlJbmLBts.jpg,https://www.imdb.com/title/tt0078480/
2139,"Secret of NIMH, The (1982)",1982,https://image.tmdb.org/t/p/w500//bqH0pbnt92C8WJ3lwLhllQZndeY.jpg,https://www.imdb.com/title/tt0084649/
2140,"Dark Crystal, The (1982)",1982,https://image.tmdb.org/t/p/w500//fZPxRaa6gvCyGCh9Xk5kyPqz7fp.jpg,https://www.imdb.com/title/tt0083791/
2141,"American Tail, An (1986)",1986,https://image.tmdb.org/t/p/w500//wjhUy9af89vc9CviKcPgTNTrmIq.jpg,https://www.imdb.com/title/tt0090633/
2142,"American Tail: Fievel Goes West, An (1991)",1991,https://image.tmdb.org/t/p/w500//cImuS7FE9MHT5vnwIHGx1Ryh0K1.jpg,https://www.imdb.com/title/tt0101329/
2143,Legend (1985),1985,https://image.tmdb.org/t/p/w500//6n3PQSYpZRK5YPk2w8JEwED7AZk.jpg,https://www.imdb.com/title/tt0089469/
2144,Sixteen Candles (1984),1984,https://image.tmdb.org/t/p/w500//1mHOcGKgobta0d20Hh66zuIpYRb.jpg,https://www.imdb.com/title/tt0088128/
2145,Pretty in Pink (1986),1986,https://image.tmdb.org/t/p/w500//jeFJyzJBufJexpOuywuPp8q2tCJ.jpg,https://www.imdb.com/title/tt0091790/
2146,St. Elmo's Fire (1985),1985,https://image.tmdb.org/t/p/w500//9yFDYxV0LWDtc7VyuaZ36uB9FOy.jpg,https://www.imdb.com/title/tt0090060/
2147,"Clan of the Cave Bear, The (1986)",1986,https://image.tmdb.org/t/p/w500//jbftdduVujKeoib5fwDBbEMamdj.jpg,https://www.imdb.com/title/tt0090848/
2148,House (1986),1986,https://image.tmdb.org/t/p/w500//ysIPmxLVYYvTUaOwEsLjF7nEf4C.jpg,https://www.imdb.com/title/tt0091223/
2149,House II: The Second Story (1987),1987,https://image.tmdb.org/t/p/w500//o58So9NfjKPITUQhQdpCUdTi9Vn.jpg,https://www.imdb.com/title/tt0093220/
2150,"Gods Must Be Crazy, The (1980)",1980,https://image.tmdb.org/t/p/w500//IgBfj5LfT7nwpodCZ34QCHp17x.jpg,https://www.imdb.com/title/tt0080801/
2151,"Gods Must Be Crazy II, The (1989)",1989,https://image.tmdb.org/t/p/w500//ldb5M9LOawvaqvY7NSfsB66QLki.jpg,https://www.imdb.com/title/tt0097443/
2152,Air Bud: Golden Receiver (1998),1998,https://image.tmdb.org/t/p/w500//y3ohh9NyWx2oj2op1dfrkwJMeFE.jpg,https://www.imdb.com/title/tt0140796/
2153,"Avengers, The (1998)",1998,https://image.tmdb.org/t/p/w500//1p5thyQ4pCy876HpdvFARqJ62N9.jpg,https://www.imdb.com/title/tt0118661/
2154,How Stella Got Her Groove Back (1998),1998,https://image.tmdb.org/t/p/w500//5h7x6EkAyoOdk38UOPV2eZI7GzU.jpg,https://www.imdb.com/title/tt0120703/
2155,"Slums of Beverly Hills, The (1998)",1998,https://image.tmdb.org/t/p/w500//bTY6I0Mju4vTRHGoTZrNtxtAlAO.jpg,https://www.imdb.com/title/tt0120831/
2159,Henry: Portrait of a Serial Killer (1986),1986,https://image.tmdb.org/t/p/w500//7hQr8BgylKB0mdwvdnBK5lNqVcx.jpg,https://www.imdb.com/title/tt0099763/
2160,Rosemary's Baby (1968),1968,https://image.tmdb.org/t/p/w500//s8pdaHjxNPLXIA1WjSTWm00RJTz.jpg,https://www.imdb.com/title/tt0063522/
2161,"NeverEnding Story, The (1984)",1984,https://image.tmdb.org/t/p/w500//ddYCa91iDXfJCxaqSYzwi2fjfnl.jpg,https://www.imdb.com/title/tt0088323/
2162,"NeverEnding Story II: The Next Chapter, The (1990)",1990,https://image.tmdb.org/t/p/w500//5QfUCbgKzWzjHO5X4ANsDmuTxNQ.jpg,https://www.imdb.com/title/tt0100240/
2163,Attack of the Killer Tomatoes! (1978),1978,https://image.tmdb.org/t/p/w500//cpQFOXpi5OlUnX6g3hLIoe6L7MC.jpg,https://www.imdb.com/title/tt0080391/
2164,Surf Nazis Must Die (1987),1987,https://image.tmdb.org/t/p/w500//gVECT5DHulQJyo9oqS1tdDSGowI.jpg,https://www.imdb.com/title/tt0094077/
2165,Your Friends and Neighbors (1998),1998,https://image.tmdb.org/t/p/w500//g8u6Hx7F7V2gFr5ddyLQPzQ8f3t.jpg,https://www.imdb.com/title/tt0119517/
2166,Return to Paradise (1998),1998,https://image.tmdb.org/t/p/w500//pyG7kAIF7KLddn7G1jOXOgvM2rG.jpg,https://www.imdb.com/title/tt0124595/
2167,Blade (1998),1998,https://image.tmdb.org/t/p/w500//e6ErRnIgKmoBtcKpht3amsMfo52.jpg,https://www.imdb.com/title/tt0120611/
2168,Dance with Me (1998),1998,https://image.tmdb.org/t/p/w500//zNUxfWLFGfM7IC7LpxZqWRCnVMK.jpg,https://www.imdb.com/title/tt0120576/
2169,Dead Man on Campus (1998),1998,https://image.tmdb.org/t/p/w500//mTr7ARy7lj8ggvg6snLWDo3CnEu.jpg,https://www.imdb.com/title/tt0118301/
2170,Wrongfully Accused (1998),1998,https://image.tmdb.org/t/p/w500//6FG3aldS4eVD4baKwmAi9P8kdRS.jpg,https://www.imdb.com/title/tt0120901/
2171,Next Stop Wonderland (1998),1998,https://image.tmdb.org/t/p/w500//ZfbpmpxvQmPvAqWj7l9tuhEnBL.jpg,https://www.imdb.com/title/tt0119778/
2173,"Navigator: A Mediaeval Odyssey, The (1988)",1988,https://image.tmdb.org/t/p/w500//iMayiXdaDacT8Yk0Pb3bzUw0hAp.jpg,https://www.imdb.com/title/tt0095709/
2174,Beetlejuice (1988),1988,https://image.tmdb.org/t/p/w500//nnl6OWkyPpuMm595hmAxNW3rZFn.jpg,https://www.imdb.com/title/tt0094721/
2176,Rope (1948),1948,https://image.tmdb.org/t/p/w500//eUszJdcye8ZQgP2QTBZEMsCt1RO.jpg,https://www.imdb.com/title/tt0040746/
2177,Family Plot (1976),1976,https://image.tmdb.org/t/p/w500//wRH8pvEh53TKTwJamLAIDmw1qBZ.jpg,https://www.imdb.com/title/tt0074512/
2178,Frenzy (1972),1972,https://image.tmdb.org/t/p/w500//4SFvqrlSigAt9tnhXFSMyKeJWQk.jpg,https://www.imdb.com/title/tt0068611/
2180,Torn Curtain (1966),1966,https://image.tmdb.org/t/p/w500//7XC1l9eP2TBYMEdA4KRUqKAFmbm.jpg,https://www.imdb.com/title/tt0061107/
2181,Marnie (1964),1964,https://image.tmdb.org/t/p/w500//nRRy4VO2A3Py7wiZBPz11PAlogp.jpg,https://www.imdb.com/title/tt0058329/
2182,"Wrong Man, The (1956)",1956,https://image.tmdb.org/t/p/w500//pO5XR2R56RAbVjdks9gGGn0fbOa.jpg,https://www.imdb.com/title/tt0051207/
2183,"Man Who Knew Too Much, The (1956)",1956,https://image.tmdb.org/t/p/w500//gy8YBRjCQRIT9x9G9F5fpnFD4xw.jpg,https://www.imdb.com/title/tt0049470/
2184,"Trouble with Harry, The (1955)",1955,https://image.tmdb.org/t/p/w500//uUXLq7fEG3hI46ZFMZzgHj11S6S.jpg,https://www.imdb.com/title/tt0048750/
2186,Strangers on a Train (1951),1951,https://image.tmdb.org/t/p/w500//ihC083U7ef56Ui4x0P0dobojrZ1.jpg,https://www.imdb.com/title/tt0044079/
2187,Stage Fright (1950),1950,https://image.tmdb.org/t/p/w500//l43OTqhib8do1WwXig8JI8Y68Fd.jpg,https://www.imdb.com/title/tt0042994/
2188,54 (1998),1998,https://image.tmdb.org/t/p/w500//7OLxcpW44LMpdDmbotchhfFOeGf.jpg,https://www.imdb.com/title/tt0120577/
2189,I Married A Strange Person! (1997),1997,https://image.tmdb.org/t/p/w500//QSqcWpefohh9kyMoFB1DChEzu7.jpg,https://www.imdb.com/title/tt0119346/
2190,Why Do Fools Fall In Love? (1998),1998,https://image.tmdb.org/t/p/w500//tSj2g6VdJ2UXeWk9wRa19SsxRFg.jpg,https://www.imdb.com/title/tt0123324/
2191,"Merry War, A (1997)",1997,https://image.tmdb.org/t/p/w500//kOqZpuN5Q3F1GU6SFJjWnYd2uBo.jpg,https://www.imdb.com/title/tt0119453/
2193,Willow (1988),1988,https://image.tmdb.org/t/p/w500//jfTpuQGMHinR3dc6mZ5bXq3mTKk.jpg,https://www.imdb.com/title/tt0096446/
2194,"Untouchables, The (1987)",1987,https://image.tmdb.org/t/p/w500//8BquGK22zCcsmBWiaIakaaPpSZb.jpg,https://www.imdb.com/title/tt0094226/
2195,Dirty Work (1998),1998,https://image.tmdb.org/t/p/w500//btYKWL9SP12nhkcw8EkMG3aFtga.jpg,https://www.imdb.com/title/tt0120654/
2197,Firelight (1997),1997,https://image.tmdb.org/t/p/w500//f4egZQ37unTkD1SW74gIy7i5l3U.jpg,https://www.imdb.com/title/tt0119125/
2200,Under Capricorn (1949),1949,https://image.tmdb.org/t/p/w500//90wKMRxhGFrWXt4rJvVfqVEjpQ1.jpg,https://www.imdb.com/title/tt0042004/
2201,"Paradine Case, The (1947)",1947,https://image.tmdb.org/t/p/w500//faUkygLOpVA8roEYNYyQTX3llnJ.jpg,https://www.imdb.com/title/tt0039694/
2202,Lifeboat (1944),1944,https://image.tmdb.org/t/p/w500//9ulcNZ4iUna8vy6WK78K581KXeO.jpg,https://www.imdb.com/title/tt0037017/
2203,Shadow of a Doubt (1943),1943,https://image.tmdb.org/t/p/w500//ptyWagbWE8jSGyV2tGEzAdVbRCj.jpg,https://www.imdb.com/title/tt0036342/
2204,Saboteur (1942),1942,https://image.tmdb.org/t/p/w500//lHxHdcUEmomTDPssLwevpgruWEI.jpg,https://www.imdb.com/title/tt0035279/
2205,Mr. & Mrs. Smith (1941),1941,https://image.tmdb.org/t/p/w500//nQ8LQ9AMQLQpff4veNfIqswQuu3.jpg,https://www.imdb.com/title/tt0033922/
2206,Suspicion (1941),1941,https://image.tmdb.org/t/p/w500//clWNlzlbyaEoIK63lcFjqBmXoQz.jpg,https://www.imdb.com/title/tt0034248/
2207,Jamaica Inn (1939),1939,https://image.tmdb.org/t/p/w500//newmJXlio31tkAXysakFdMlCBhK.jpg,https://www.imdb.com/title/tt0031505/
2208,"Lady Vanishes, The (1938)",1938,https://image.tmdb.org/t/p/w500//c1t9LB76LvEARPanfEzXmkm7fwY.jpg,https://www.imdb.com/title/tt0030341/
2210,Sabotage (1936),1936,https://image.tmdb.org/t/p/w500//A6cyOt9mhmvWA2uHcVsGkcCaHCz.jpg,https://www.imdb.com/title/tt0028212/
2212,"Man Who Knew Too Much, The (1934)",1934,https://image.tmdb.org/t/p/w500//qghwbSfQblFYRFq675uK5qDGr3w.jpg,https://www.imdb.com/title/tt0025452/
2214,Number Seventeen (a.k.a. Number 17) (1932),1932,https://image.tmdb.org/t/p/w500//6oJLkScBlKlQuYM9lRpczELV0fs.jpg,https://www.imdb.com/title/tt0023285/
2215,Rich and Strange (1931),1931,https://image.tmdb.org/t/p/w500//mA43SUrb1MRwbhUI5NveEcdD6zr.jpg,https://www.imdb.com/title/tt0023395/
2219,Murder! (1930),1930,https://image.tmdb.org/t/p/w500//3olkI2ojLylrVkIIGVaO1wJwIQ5.jpg,https://www.imdb.com/title/tt0021165/
2221,Blackmail (1929),1929,https://image.tmdb.org/t/p/w500//klilqRJDTANv9XMTBbL51NOsOXZ.jpg,https://www.imdb.com/title/tt0019702/
2227,"Lodger: A Story of the London Fog, The (1927)",1927,https://image.tmdb.org/t/p/w500//tD84zwFeFRf3zG98x558N3PBMV.jpg,https://www.imdb.com/title/tt0017075/
2231,Rounders (1998),1998,https://image.tmdb.org/t/p/w500//7JfFYnOLWi2X4TZXJ7qQ7xO1D2x.jpg,https://www.imdb.com/title/tt0128442/
2232,Cube (1997),1997,https://image.tmdb.org/t/p/w500//i5j3SUFfqpqC9zqK4wOU8uNMKuz.jpg,https://www.imdb.com/title/tt0123755/
2236,Simon Birch (1998),1998,https://image.tmdb.org/t/p/w500//vRJcV9l3tLFoUWZel9RikS3nfJ6.jpg,https://www.imdb.com/title/tt0124879/
2237,Without Limits (1998),1998,https://image.tmdb.org/t/p/w500//obQRdZg693lLh0I2vyc2jlP2PJV.jpg,https://www.imdb.com/title/tt0119934/
2238,Seven Beauties (Pasqualino Settebellezze) (1976),1976,https://image.tmdb.org/t/p/w500//i0ZLApe4mIQWopELhEPxOQziDBh.jpg,https://www.imdb.com/title/tt0075040/
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),1975,https://image.tmdb.org/t/p/w500//8bkEUeQWVFBk3HE4qhluDarTMDj.jpg,https://www.imdb.com/title/tt0073817/
2240,My Bodyguard (1980),1980,https://image.tmdb.org/t/p/w500//tWz2cZEeqDyOXb53sSYObqh3bQs.jpg,https://www.imdb.com/title/tt0081207/
2241,Class (1983),1983,https://image.tmdb.org/t/p/w500//iDFeOVxNOSmAcsdmvtt4kZWB8GA.jpg,https://www.imdb.com/title/tt0085346/
2243,Broadcast News (1987),1987,https://image.tmdb.org/t/p/w500//6hQfRQC2UsC4Nxb5vG62VmDCoOv.jpg,https://www.imdb.com/title/tt0092699/
2244,"Allnighter, The (1987)",1987,https://image.tmdb.org/t/p/w500//3R2EMHNx6wQlNM730OPBZd866DX.jpg,https://www.imdb.com/title/tt0092537/
2245,Working Girl (1988),1988,https://image.tmdb.org/t/p/w500//3Z9RsJivuaLXmNXPYAmJr2wLoil.jpg,https://www.imdb.com/title/tt0096463/
2246,Stars and Bars (1988),1988,https://image.tmdb.org/t/p/w500//pWa2bcfVwJZH1oR25HGh5tQl5gb.jpg,https://www.imdb.com/title/tt0096166/
2247,Married to the Mob (1988),1988,https://image.tmdb.org/t/p/w500//gkOsxv1RvV5smRnm6wrmn2wDXyZ.jpg,https://www.imdb.com/title/tt0095593/
2248,Say Anything... (1989),1989,https://image.tmdb.org/t/p/w500//vTRMpWMSjd0XFm1vDZ99IoqiNpT.jpg,https://www.imdb.com/title/tt0098258/
2249,My Blue Heaven (1990),1990,https://image.tmdb.org/t/p/w500//4rTJLIBocmu1WjadfcZL2nsivZd.jpg,https://www.imdb.com/title/tt0100212/
2250,Men Don't Leave (1990),1990,https://image.tmdb.org/t/p/w500//oBX0ipCp5h5xGzDxcvEfwwsFhGo.jpg,https://www.imdb.com/title/tt0100134/
2252,Hero (1992),1992,https://image.tmdb.org/t/p/w500//wD7D0B9U9ooanxyhtgLKaqM7www.jpg,https://www.imdb.com/title/tt0104412/
2253,Toys (1992),1992,https://image.tmdb.org/t/p/w500//l0YBVvOvOxoOkggTZ70tNGvGQo4.jpg,https://www.imdb.com/title/tt0105629/
2254,Choices (1981),1981,https://image.tmdb.org/t/p/w500//99lp02aewUOlrYjZjHhfjY9mudc.jpg,https://www.imdb.com/title/tt0082172/
2255,Young Doctors in Love (1982),1982,https://image.tmdb.org/t/p/w500//HatZi2Vrq2ZvEfbWsOrEIjBezc.jpg,https://www.imdb.com/title/tt0084938/
2256,Parasite (1982),1982,https://image.tmdb.org/t/p/w500//6EM7Jm3veKSW9ELMajSSxslYWDa.jpg,https://www.imdb.com/title/tt0084472/
2257,No Small Affair (1984),1984,https://image.tmdb.org/t/p/w500//4tU3MRoNKqrASJOr6rsgcwZJAnj.jpg,https://www.imdb.com/title/tt0087810/
2259,Blame It on Rio (1984),1984,https://image.tmdb.org/t/p/w500//2ghvwEAHYb9qKdcLQi7DftmoKP8.jpg,https://www.imdb.com/title/tt0086973/
2260,Wisdom (1986),1986,https://image.tmdb.org/t/p/w500//jJiKZG7vauFCeax5Aj5fahrcKUO.jpg,https://www.imdb.com/title/tt0092225/
2261,One Crazy Summer (1986),1986,https://image.tmdb.org/t/p/w500//gLY1HQe4bhXqefjDnkrw06hnen5.jpg,https://www.imdb.com/title/tt0091680/
2262,About Last Night... (1986),1986,https://image.tmdb.org/t/p/w500//zkLHg60GHI0Twj5C5zz89Y4n8Rq.jpg,https://www.imdb.com/title/tt0090583/
2263,"Seventh Sign, The (1988)",1988,https://image.tmdb.org/t/p/w500//vAgVzkPmfe2pcgzkpoz8cZ9i9wm.jpg,https://www.imdb.com/title/tt0096073/
2264,We're No Angels (1989),1989,https://image.tmdb.org/t/p/w500//5XBVURkON7jyzxr0cONWeTbgAov.jpg,https://www.imdb.com/title/tt0098625/
2265,Nothing But Trouble (1991),1991,https://image.tmdb.org/t/p/w500//j2LblPvgkQaRmJh9QflBOTtzABA.jpg,https://www.imdb.com/title/tt0102558/
2266,"Butcher's Wife, The (1991)",1991,https://image.tmdb.org/t/p/w500//oKwvnb2bypMyXD2UraWdXxUoqLY.jpg,https://www.imdb.com/title/tt0101523/
2267,Mortal Thoughts (1991),1991,https://image.tmdb.org/t/p/w500//3Py7bFBsRjMVdOI5IlNSz6aa385.jpg,https://www.imdb.com/title/tt0102469/
2268,"Few Good Men, A (1992)",1992,https://image.tmdb.org/t/p/w500//rLOk4z9zL1tTukIYV56P94aZXKk.jpg,https://www.imdb.com/title/tt0104257/
2269,Indecent Proposal (1993),1993,https://image.tmdb.org/t/p/w500//a39WoiTJEG5kNLIrr3kOMwg3LFg.jpg,https://www.imdb.com/title/tt0107211/
2271,Permanent Midnight (1998),1998,https://image.tmdb.org/t/p/w500//wkoy7DQ1viN0EOtzw6v8W9y6UAr.jpg,https://www.imdb.com/title/tt0120788/
2272,One True Thing (1998),1998,https://image.tmdb.org/t/p/w500//fez8qXW01LfCCRsvS5wNBpyh2NU.jpg,https://www.imdb.com/title/tt0120776/
2273,Rush Hour (1998),1998,https://image.tmdb.org/t/p/w500//we7wOLVFgxhzLzUt0qNe50xdIQZ.jpg,https://www.imdb.com/title/tt0120812/
2275,Six-String Samurai (1998),1998,https://image.tmdb.org/t/p/w500//4Lo0pT1gnDAL4hTVMYLwpVWcqR1.jpg,https://www.imdb.com/title/tt0118736/
2276,"Soldier's Daughter Never Cries, A (1998)",1998,https://image.tmdb.org/t/p/w500//k3DmaY20ynkRTE17Oe1dR8pZWaR.jpg,https://www.imdb.com/title/tt0120835/
2278,Ronin (1998),1998,https://image.tmdb.org/t/p/w500//oVolaz0eIANKuPXhRuX4H5dz0HB.jpg,https://www.imdb.com/title/tt0122690/
2279,Urban Legend (1998),1998,https://image.tmdb.org/t/p/w500//zJs23wXpvHzSLnOayG0IzKllat0.jpg,https://www.imdb.com/title/tt0146336/
2280,Clay Pigeons (1998),1998,https://image.tmdb.org/t/p/w500//A6ebyxABDaLvOBaS6Q6MWCdOsY5.jpg,https://www.imdb.com/title/tt0118863/
2282,Pecker (1998),1998,https://image.tmdb.org/t/p/w500//5bIrgDn3vfdkUOa1xYbrpdxOWd4.jpg,https://www.imdb.com/title/tt0126604/
2283,"Sheltering Sky, The (1990)",1990,https://image.tmdb.org/t/p/w500//pXt5tuvnYrISsaNi5kEQOOJhTXn.jpg,https://www.imdb.com/title/tt0100594/
2284,Bandit Queen (1994),1994,https://image.tmdb.org/t/p/w500//ky2ebf9eEb3LbkxNlc9oo97kYbY.jpg,https://www.imdb.com/title/tt0109206/
2285,If.... (1968),1968,https://image.tmdb.org/t/p/w500//3yOtehzchZobaMVth4gutUHmKc6.jpg,https://www.imdb.com/title/tt0063850/
2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",1980,https://image.tmdb.org/t/p/w500//cl1YGv5RQCWs8Tsc5SwBfPIfvMP.jpg,https://www.imdb.com/title/tt0080731/
2287,Them! (1954),1954,https://image.tmdb.org/t/p/w500//tP352STF6BvSROi8K3CMM799TVo.jpg,https://www.imdb.com/title/tt0047573/
2288,"Thing, The (1982)",1982,https://image.tmdb.org/t/p/w500//tzGY49kseSE9QAKk47uuDGwnSCu.jpg,https://www.imdb.com/title/tt0084787/
2289,"Player, The (1992)",1992,https://image.tmdb.org/t/p/w500//p4ys4a4yASjKuWzsNWY1B7xP5kZ.jpg,https://www.imdb.com/title/tt0105151/
2290,Stardust Memories (1980),1980,https://image.tmdb.org/t/p/w500//y1EHgpL2hMVRcr6tIOy7VGLxaPs.jpg,https://www.imdb.com/title/tt0081554/
2291,Edward Scissorhands (1990),1990,https://image.tmdb.org/t/p/w500//1RFIbuW9Z3eN9Oxw2KaQG5DfLmD.jpg,https://www.imdb.com/title/tt0099487/
2292,Overnight Delivery (1998),1998,https://image.tmdb.org/t/p/w500//3ZAkGzn0s25p3DIXlcP0Z90FDmp.jpg,https://www.imdb.com/title/tt0117276/
2294,Antz (1998),1998,https://image.tmdb.org/t/p/w500//lWPjxbUMpAHFkJpZHHNWhQaRsax.jpg,https://www.imdb.com/title/tt0120587/
2295,"Impostors, The (1998)",1998,https://image.tmdb.org/t/p/w500//p5eEqZxIcQsxIN4eKLqutyd5CKF.jpg,https://www.imdb.com/title/tt0120823/
2296,"Night at the Roxbury, A (1998)",1998,https://image.tmdb.org/t/p/w500//7oZ5xE4AL4D5EbeQUaoRxahgzJX.jpg,https://www.imdb.com/title/tt0120770/
2297,What Dreams May Come (1998),1998,https://image.tmdb.org/t/p/w500//2gUfJKfJ6LwdqQebiAWuNzIWyp9.jpg,https://www.imdb.com/title/tt0120889/
2300,"Producers, The (1968)",1968,https://image.tmdb.org/t/p/w500//5TYUsAygWKtufAC78ep2AiohEiR.jpg,https://www.imdb.com/title/tt0063462/
2301,History of the World: Part I (1981),1981,https://image.tmdb.org/t/p/w500//6iAl78qZHT65erPXr2YW6Y54wlY.jpg,https://www.imdb.com/title/tt0082517/
2302,My Cousin Vinny (1992),1992,https://image.tmdb.org/t/p/w500//iwSURa8nS2ujwrU3s1lfxxX7voH.jpg,https://www.imdb.com/title/tt0104952/
2303,Nashville (1975),1975,https://image.tmdb.org/t/p/w500//2N4cpHzRmSUMyA1ZCkRZ2g17dhi.jpg,https://www.imdb.com/title/tt0073440/
2304,Love Is the Devil (1998),1998,https://image.tmdb.org/t/p/w500//5zPTMTbYPhXXzAo5UQkeSpcmSMl.jpg,https://www.imdb.com/title/tt0119577/
2305,Slam (1998),1998,https://image.tmdb.org/t/p/w500//ia9OuD1ijbO7amEaNzUvbeLWbi0.jpg,https://www.imdb.com/title/tt0139615/
2306,Holy Man (1998),1998,https://image.tmdb.org/t/p/w500//sfJBsOdSbgLLarO6GIS0dWzFcCv.jpg,https://www.imdb.com/title/tt0120701/
2307,One Tough Cop (1998),1998,https://image.tmdb.org/t/p/w500//h2qnLnrVD1cts0rCZcRjENVykNo.jpg,https://www.imdb.com/title/tt0122642/
2310,"Mighty, The (1998)",1998,https://image.tmdb.org/t/p/w500//eHcuTZwmY4VAJm7kfbZn7qDAjYs.jpg,https://www.imdb.com/title/tt0119670/
2311,2010: The Year We Make Contact (1984),1984,https://image.tmdb.org/t/p/w500//mEWKXuCMv7mFMxXVSTI3v8UOQuq.jpg,https://www.imdb.com/title/tt0086837/
2312,Children of a Lesser God (1986),1986,https://image.tmdb.org/t/p/w500//tWMuw7YWWDpD9Iv652vfKELPZPR.jpg,https://www.imdb.com/title/tt0090830/
2313,"Elephant Man, The (1980)",1980,https://image.tmdb.org/t/p/w500//rk2lKgEtjF9HO9N2UFMRc2cMGdj.jpg,https://www.imdb.com/title/tt0080678/
2314,Beloved (1998),1998,https://image.tmdb.org/t/p/w500//f7gZS0J9bPq2v0cANozm6P0Mrux.jpg,https://www.imdb.com/title/tt0120603/
2315,Bride of Chucky (Child's Play 4) (1998),1998,https://image.tmdb.org/t/p/w500//mAGviFp1ufYM3EaZBSrjPiKPBt6.jpg,https://www.imdb.com/title/tt0144120/
2316,Practical Magic (1998),1998,https://image.tmdb.org/t/p/w500//AwmToSgf2IL3aHv0QRVsR5KvChv.jpg,https://www.imdb.com/title/tt0120791/
2318,Happiness (1998),1998,https://image.tmdb.org/t/p/w500//rYfUcEV88Z3gENrfYTE6i8yBkDr.jpg,https://www.imdb.com/title/tt0147612/
2320,Apt Pupil (1998),1998,https://image.tmdb.org/t/p/w500//tKDcdctEKbFkJiLMj6Pr2VCMYcT.jpg,https://www.imdb.com/title/tt0118636/
2321,Pleasantville (1998),1998,https://image.tmdb.org/t/p/w500//m1hhYP6OScjKU5Z9iZaWirSn4I6.jpg,https://www.imdb.com/title/tt0120789/
2322,Soldier (1998),1998,https://image.tmdb.org/t/p/w500//6ZWFvwpnOMcZBtRCjHaT5ozhRKV.jpg,https://www.imdb.com/title/tt0120157/
2323,"Cruise, The (1998)",1998,https://image.tmdb.org/t/p/w500//2IRPFggk8kFls8bwCUl7I52zg4M.jpg,https://www.imdb.com/title/tt0150230/
2324,Life Is Beautiful (La Vita è bella) (1997),1997,https://image.tmdb.org/t/p/w500//mfnkSeeVOBVheuyn2lo4tfmOPQb.jpg,https://www.imdb.com/title/tt0118799/
2325,Orgazmo (1997),1997,https://image.tmdb.org/t/p/w500//irvFBOc33CHsioU6hqcu8ExymEa.jpg,https://www.imdb.com/title/tt0124819/
2327,Tales from the Darkside: The Movie (1990),1990,https://image.tmdb.org/t/p/w500//t5BeYGF6qhq1oSvrBwoy9Nbb0rE.jpg,https://www.imdb.com/title/tt0100740/
2328,Vampires (1998),1998,https://image.tmdb.org/t/p/w500//iBkoNEyjXNlruGxuiBbUS4iReeq.jpg,https://www.imdb.com/title/tt0120877/
2329,American History X (1998),1998,https://image.tmdb.org/t/p/w500//c2gsmSQ2Cqv8zosqKOCwRS0GFBS.jpg,https://www.imdb.com/title/tt0120586/
2330,Hands on a Hard Body (1996),1996,https://image.tmdb.org/t/p/w500//oXBLoSNSTpfLosCZYdQsNjDmH8k.jpg,https://www.imdb.com/title/tt0116481/
2331,Living Out Loud (1998),1998,https://image.tmdb.org/t/p/w500//uegG68vP7leUDQbG8fP4ihgTo0i.jpg,https://www.imdb.com/title/tt0120722/
2333,Gods and Monsters (1998),1998,https://image.tmdb.org/t/p/w500//iBAkz7Cency0nVi2ukd1Vf1aqpa.jpg,https://www.imdb.com/title/tt0120684/
2334,"Siege, The (1998)",1998,https://image.tmdb.org/t/p/w500//6aSo9FepBA6zNEHgA3bgqt3UaOk.jpg,https://www.imdb.com/title/tt0133952/
2335,"Waterboy, The (1998)",1998,https://image.tmdb.org/t/p/w500//miT42qWYC4D0n2mXNzJ9VfhheWW.jpg,https://www.imdb.com/title/tt0120484/
2336,Elizabeth (1998),1998,https://image.tmdb.org/t/p/w500//qEk48VLOdibXFVIEzE9ETZUBcCs.jpg,https://www.imdb.com/title/tt0127536/
2337,Velvet Goldmine (1998),1998,https://image.tmdb.org/t/p/w500//6RKhhkmHBgV3X63Tri7S9Cxz2LK.jpg,https://www.imdb.com/title/tt0120879/
